# timestamp,qname,qtype,rcode,src_ip
2026-06-24T14:30:07.800000,obcbmnjqkthkz7xxa5ecrxk7nsbql4mc4yten2a33brek.tun0.evil-c2.net,TXT,NOERROR,192.168.1.42
2026-06-24T14:30:07.920000,ouqyibitdquwuqvaajk7z4aaibsnuutr6wo62mhe4fxrq.tun0.evil-c2.net,NULL,NOERROR,192.168.1.42
2026-06-24T14:30:08.040000,j7z74q7a3zejf3mhej2glk7f2jdwgbxjkj6bi7y4s6hcu.tun0.evil-c2.net,NULL,NOERROR,192.168.1.42
2026-06-24T14:30:08.160000,wp5grdbovmzhdzgr32atvovsc6lpio4ic5bngv3dx7zbg.tun0.evil-c2.net,NULL,NOERROR,192.168.1.42
2026-06-24T14:30:08.280000,2wwfeiwytrrz2lide26ryahcridqhi7yzbmgeuadgtwwq.tun0.evil-c2.net,TXT,NOERROR,192.168.1.42
2026-06-24T14:30:08.400000,cakqfkwvwbk5nks3iu7pepsdkkmj2gyrclctuedhqe3ku.tun0.evil-c2.net,NULL,NOERROR,192.168.1.42
2026-06-24T14:30:08.520000,nal7agacfzr4exfelxslmpvghtyp6vljd22z2bt75v7fo.tun0.evil-c2.net,TXT,NOERROR,192.168.1.42
2026-06-24T14:30:08.640000,6gwf27tcsl3q3hnygwhhn3oud7vdyjdaacj2chxtsycta.tun0.evil-c2.net,TXT,NOERROR,192.168.1.42
2026-06-24T14:30:08.760000,xze6fsllcaaucz5w6qtfudck4ldyptyl5j7lxfx625ji4.tun0.evil-c2.net,TXT,NOERROR,192.168.1.42
2026-06-24T14:30:08.880000,cnpmtgpxgcqiaxspuhgwjpk657rjuuqrmzsevichdodsi.tun0.evil-c2.net,NULL,NOERROR,192.168.1.42
2026-06-24T14:30:09,smkwi2jcoagu7yzfu5v6dazguubpw772saq2qf5xi3k3m.tun0.evil-c2.net,TXT,NOERROR,192.168.1.42
2026-06-24T14:30:09.120000,gqeycswozppodxb4qdqxyp7gunkrvmofpqfwghvlffowe.tun0.evil-c2.net,TXT,NOERROR,192.168.1.42
2026-06-24T14:30:09.240000,jb5ydosau3gcctn2av4zr2pes26juykzmgmqrohnmou7m.tun0.evil-c2.net,TXT,NOERROR,192.168.1.42
2026-06-24T14:30:09.360000,sfxhobqaoj5y6p6yex6x2y2ka6jqh466w7knhdcfjdrxu.tun0.evil-c2.net,TXT,NOERROR,192.168.1.42
2026-06-24T14:30:09.480000,5o4tczjnrfogl65v5kxmpsm43ysj66rjtv3zo2p3buapu.tun0.evil-c2.net,TXT,NOERROR,192.168.1.42
2026-06-24T14:30:09.600000,7vb5t2r6fesj5htwbcqbdjx2ndmkcdtmkm7xx2ihhbfmq.tun0.evil-c2.net,NULL,NOERROR,192.168.1.42
2026-06-24T14:30:09.720000,3sxv346hvwml7jvlkg6ets4m4bdv6cu34aqij4xsqyv5e.tun0.evil-c2.net,NULL,NOERROR,192.168.1.42
2026-06-24T14:30:09.840000,6fsva2o2pz5uwdxqsxdy7qjle44b7fu5sf2yy3tvg4iwa.tun0.evil-c2.net,TXT,NOERROR,192.168.1.42
2026-06-24T14:30:09.960000,qhqxk3azhhosaavsmumzv34wp4tcicsugt7h2qvmoe7qu.tun0.evil-c2.net,TXT,NOERROR,192.168.1.42
2026-06-24T14:30:10.080000,6qzthsuiughgijfzhriv4h4nded3cx7zundysdagjtxzg.tun0.evil-c2.net,NULL,NOERROR,192.168.1.42
2026-06-24T14:30:10.200000,czzb4fhx647wao33ry4kc7w2gi2mkhobru5m3hnz7c7be.tun0.evil-c2.net,TXT,NOERROR,192.168.1.42
2026-06-24T14:30:10.320000,463kyy5eyrbsmratuciskbgzpxhld42zkhfqddpoy26de.tun0.evil-c2.net,TXT,NOERROR,192.168.1.42
2026-06-24T14:30:10.440000,pvi4hjbr7mkng7j52rhklofrxlr2udke4n44eh57zalwy.tun0.evil-c2.net,NULL,NOERROR,192.168.1.42
2026-06-24T14:30:10.560000,icmn2vorm72edwtarw2isojp3ytxqceizlhbslxawim6y.tun0.evil-c2.net,TXT,NOERROR,192.168.1.42
2026-06-24T14:30:10.680000,cx7d2tedualjwsgbh23wzwrpwgg3snsa6hijhobzfhvti.tun0.evil-c2.net,TXT,NOERROR,192.168.1.42
2026-06-24T14:30:10.800000,piww3kmlrvzxau5xxjranpwk73ax5xp3niiymntjbq6no.tun0.evil-c2.net,TXT,NOERROR,192.168.1.42
2026-06-24T14:30:10.920000,unwqeasim4svh6sy63orgxcncxo2pbidn47wfdwwtipb4.tun0.evil-c2.net,TXT,NOERROR,192.168.1.42
2026-06-24T14:30:11.040000,wwu7tsltk5smy4yubwkm6ynqfyt6wel7h2ieuhg26j3oa.tun0.evil-c2.net,NULL,NOERROR,192.168.1.42
2026-06-24T14:30:11.160000,ulezebgjzsccviwfk6fr3ifldoududklstjeom5rwdjyw.tun0.evil-c2.net,TXT,NOERROR,192.168.1.42
2026-06-24T14:30:11.280000,gabi7fcsaoadknz3eiqdmfyrsh7opoockekapracdls34.tun0.evil-c2.net,TXT,NOERROR,192.168.1.42
2026-06-24T14:30:11.400000,o3aprlmdkj2ij47hljy7pxzsdjga4myytjmki6hawwxis.tun0.evil-c2.net,TXT,NOERROR,192.168.1.42
2026-06-24T14:30:11.520000,ppl7lzyjh5dwgfpdpfg4datd2fjhpx5qfqzsbgcexnhou.tun0.evil-c2.net,NULL,NOERROR,192.168.1.42
2026-06-24T14:30:11.640000,mrd7kkcbeo7ofkczr4udalu6day3v2b4l6l2odnkalzvm.tun0.evil-c2.net,TXT,NOERROR,192.168.1.42
2026-06-24T14:30:11.760000,6iq2z7is36jis4uvsvvkyckyohasxzgc3fhq7n7pq4xkm.tun0.evil-c2.net,TXT,NOERROR,192.168.1.42
2026-06-24T14:30:11.880000,hsfx7xrtkaw5mldtkrki5vlu3p4ifer3euyat2ggdi4nq.tun0.evil-c2.net,TXT,NOERROR,192.168.1.42
2026-06-24T14:30:12,pe5awxriq7vtijsvghv4nndjo5x2sibak7ahdnw7b4tea.tun0.evil-c2.net,TXT,NOERROR,192.168.1.42
2026-06-24T14:30:12.120000,ectcfb3wyyuwem2zufauc67ap7jh33lmasjpce4buwzoo.tun0.evil-c2.net,NULL,NOERROR,192.168.1.42
2026-06-24T14:30:12.240000,ymwedfhvm6ecwexfc3jfelyvbfgphrcymqgieelpykpcm.tun0.evil-c2.net,NULL,NOERROR,192.168.1.42
2026-06-24T14:30:12.360000,jpbjpx6uxkq4rctcpdem3muvp2evkhapt4qe3xctc377g.tun0.evil-c2.net,TXT,NOERROR,192.168.1.42
2026-06-24T14:30:12.480000,mpno2c7vl6o7lfjyilexztqsn45iltafpsat3jhbacnue.tun0.evil-c2.net,TXT,NOERROR,192.168.1.42
2026-06-24T14:30:26.184615,m.fastly.net,A,NOERROR,192.168.1.20
2026-06-24T14:30:44.343989,www.apple.com,CNAME,NOERROR,10.0.0.5
2026-06-24T14:30:51.962138,update.cloudflare.com,A,NOERROR,192.168.1.11
2026-06-24T14:30:53.209848,google.com,A,NOERROR,192.168.1.10
2026-06-24T14:31:01.435045,akamai.net,AAAA,NOERROR,192.168.1.11
2026-06-24T14:31:04.082078,analytics.fastly.net,CNAME,NOERROR,10.0.0.5
2026-06-24T14:31:19.052864,microsoft.com,A,NOERROR,192.168.1.20
2026-06-24T14:31:27.319116,m.google.com,AAAA,NOERROR,192.168.1.10
2026-06-24T14:31:27.900025,apple.com,CNAME,NXDOMAIN,192.168.1.11
2026-06-24T14:31:37.170214,icloud.com,A,NOERROR,192.168.1.10
2026-06-24T14:31:40.168826,analytics.apple.com,CNAME,NOERROR,192.168.1.10
2026-06-24T14:31:40.800571,api.office365.com,A,NOERROR,10.0.0.5
2026-06-24T14:31:55.774495,analytics.gstatic.com,A,NOERROR,192.168.1.20
2026-06-24T14:32:03.913724,img.microsoft.com,A,NOERROR,10.0.0.5
2026-06-24T14:32:17.286205,www.office365.com,A,NOERROR,192.168.1.20
2026-06-24T14:32:24.877450,cdn.fastly.net,A,NOERROR,192.168.1.11
2026-06-24T14:32:39.461023,api.office365.com,AAAA,NOERROR,192.168.1.10
2026-06-24T14:32:51.349066,push.google.com,AAAA,NOERROR,192.168.1.11
2026-06-24T14:33:07.258162,microsoft.com,A,NOERROR,192.168.1.11
2026-06-24T14:33:09.060625,push.google.com,CNAME,NOERROR,192.168.1.11
2026-06-24T14:33:09.358329,static.akamai.net,CNAME,NOERROR,10.0.0.5
2026-06-24T14:33:23.387171,update.cloudflare.com,A,NOERROR,192.168.1.20
2026-06-24T14:33:57.319454,img.google.com,CNAME,NOERROR,192.168.1.10
2026-06-24T14:34:07.233309,update.cloudflare.com,CNAME,NOERROR,10.0.0.5
2026-06-24T14:34:30.781453,api.microsoft.com,A,NOERROR,192.168.1.10
2026-06-24T14:35:44.301657,analytics.cloudflare.com,A,NOERROR,10.0.0.5
2026-06-24T14:35:48.810434,m.apple.com,CNAME,NOERROR,10.0.0.5
2026-06-24T14:35:49.046728,cdn.icloud.com,A,NOERROR,192.168.1.20
2026-06-24T14:35:49.918603,cdn.amazonaws.com,AAAA,NOERROR,192.168.1.20
2026-06-24T14:36:03.388817,update.github.com,A,NOERROR,192.168.1.20
2026-06-24T14:36:13.577791,static.office365.com,A,NOERROR,10.0.0.5
2026-06-24T14:36:19.204593,api.fastly.net,A,NOERROR,192.168.1.11
2026-06-24T14:36:28.426132,analytics.akamai.net,A,NOERROR,10.0.0.5
2026-06-24T14:36:35.432416,cdn.akamai.net,A,NOERROR,192.168.1.10
2026-06-24T14:36:36.950165,m.apple.com,CNAME,NOERROR,192.168.1.20
2026-06-24T14:36:40,69b7bc67.05b7.66sb3ahwjqzjxkzw6sxez5vyfrbaj7ec.dnscat.badactor.io,CNAME,NOERROR,192.168.1.99
2026-06-24T14:36:40.100000,96ab38b5.acff.cxsca7eyfosnjbusykrgp3mtnevvbocr.dnscat.badactor.io,CNAME,NOERROR,192.168.1.99
2026-06-24T14:36:40.200000,5c716701.f4ae.q6du6jooijzhultrkh33k2skvm26gmfr.dnscat.badactor.io,CNAME,NOERROR,192.168.1.99
2026-06-24T14:36:40.300000,70504298.87cf.zwwce2pyp5af4brcuoc6gwgshtohm3qp.dnscat.badactor.io,CNAME,NOERROR,192.168.1.99
2026-06-24T14:36:40.400000,633090e6.adba.mxp4bwtew6b6yomvn4u66nrwnse6m5lm.dnscat.badactor.io,CNAME,NOERROR,192.168.1.99
2026-06-24T14:36:40.500000,3a4e0484.1654.lmxkrx6ifxnqhsgmlzrrbpv3hkc4yhho.dnscat.badactor.io,CNAME,NOERROR,192.168.1.99
2026-06-24T14:36:40.600000,176ef005.9a89.zlsicht3tiisqqub2zwzmypbanfgsnno.dnscat.badactor.io,CNAME,NOERROR,192.168.1.99
2026-06-24T14:36:40.700000,4b5bd319.1d51.gjh6kbqfukpf22obgwuguem5j2xipj4z.dnscat.badactor.io,CNAME,NOERROR,192.168.1.99
2026-06-24T14:36:40.800000,92dbc9e4.0b0a.evobmugvktgpqr5xx37grftegfwuqjbf.dnscat.badactor.io,CNAME,NOERROR,192.168.1.99
2026-06-24T14:36:40.900000,687716e8.1473.wnasj26lulcvj7hc76is3dajhitpkb4h.dnscat.badactor.io,CNAME,NOERROR,192.168.1.99
2026-06-24T14:36:41,39976f0a.509f.iqajzrpt7elc27owhs3a5nhl5wxen5fd.dnscat.badactor.io,CNAME,NOERROR,192.168.1.99
2026-06-24T14:36:41.100000,0c350bf0.41ab.d64vw2zft7iz5s66kvhlhum2vu2g2ato.dnscat.badactor.io,CNAME,NOERROR,192.168.1.99
2026-06-24T14:36:41.200000,7fcfb181.50ac.ekk72z54umrdxndfsbdwyc22zvrq7577.dnscat.badactor.io,CNAME,NOERROR,192.168.1.99
2026-06-24T14:36:41.300000,9f2eb2f8.05fa.bpw77ru4chjmyuakspjxozqmiuj6emwm.dnscat.badactor.io,CNAME,NOERROR,192.168.1.99
2026-06-24T14:36:41.400000,cfa82785.7591.5zp7y5yy44mk7uvwedg2sdke2oy66vnr.dnscat.badactor.io,CNAME,NOERROR,192.168.1.99
2026-06-24T14:36:41.500000,894f14e4.7631.avmjgq5e7bwzee7fxrpsnwjgoltlik3q.dnscat.badactor.io,CNAME,NOERROR,192.168.1.99
2026-06-24T14:36:41.600000,8c71795e.ea2b.zzgznphpvukhw5lcipchxg63izuc2lgm.dnscat.badactor.io,CNAME,NOERROR,192.168.1.99
2026-06-24T14:36:41.700000,cdd13d2f.3be3.fnbxhuvdapkyrflva23tmbvxvo6ut4cy.dnscat.badactor.io,CNAME,NOERROR,192.168.1.99
2026-06-24T14:36:41.800000,b9b43a00.3e30.amubhmmnqqqythdfxiiamdtknbeb6q5v.dnscat.badactor.io,CNAME,NOERROR,192.168.1.99
2026-06-24T14:36:41.900000,28a54eae.e512.jnelbxrndznzaqf7hddasi2tlaul3ywc.dnscat.badactor.io,CNAME,NOERROR,192.168.1.99
2026-06-24T14:36:42,0c088800.67f5.3g5wbux5uyyp7ltlzyjoiibzfaxbwlav.dnscat.badactor.io,CNAME,NOERROR,192.168.1.99
2026-06-24T14:36:42.100000,b25fa9c5.d150.ooaqq2oxnf7p2jkb7c5deeyqgyxx4the.dnscat.badactor.io,CNAME,NOERROR,192.168.1.99
2026-06-24T14:36:42.200000,ca62626a.8e35.hargkwo2dg3l2ayrbbujsbh3sz6keek3.dnscat.badactor.io,CNAME,NOERROR,192.168.1.99
2026-06-24T14:36:42.300000,86fd0be9.9661.i2zkdrbaltffumvfo223ciiuu7v6eors.dnscat.badactor.io,CNAME,NOERROR,192.168.1.99
2026-06-24T14:36:42.400000,ac5a9083.bab5.w44tbbmzozpafpvaxvaohgjfbc6cvc3h.dnscat.badactor.io,CNAME,NOERROR,192.168.1.99
2026-06-24T14:36:42.500000,99f4bdec.4b18.ey6bvg3fihyl475n5lwougx5oyokzpho.dnscat.badactor.io,CNAME,NOERROR,192.168.1.99
2026-06-24T14:36:42.600000,d85a72e5.f61a.oqfu4mcwhmhh3pfsiptvqnmgaguzf3pt.dnscat.badactor.io,CNAME,NOERROR,192.168.1.99
2026-06-24T14:36:42.700000,9e851751.b6dc.pvahbocdyrqk4bxoja24nf3s5stqmvd7.dnscat.badactor.io,CNAME,NOERROR,192.168.1.99
2026-06-24T14:36:42.800000,e980c87f.42cd.5jz72jidddhd5x5wwqhqbj7bfbgzgnhj.dnscat.badactor.io,CNAME,NOERROR,192.168.1.99
2026-06-24T14:36:42.900000,53c64e86.d798.rxvj3enngvkgr4hk45skqqcgvli6wzxr.dnscat.badactor.io,CNAME,NOERROR,192.168.1.99
2026-06-24T14:36:43,1d716b17.d22a.5b2fjmnnbv5l2hc4s57lolx7uihuhspq.dnscat.badactor.io,CNAME,NOERROR,192.168.1.99
2026-06-24T14:36:43.100000,fa90a5bb.2940.u6vszclwbz3tesu27y7kztv4ueomrqsm.dnscat.badactor.io,CNAME,NOERROR,192.168.1.99
2026-06-24T14:36:43.200000,3e1006ee.f6b5.iokbazxt2xafvexyolc4fd6jjrjf5fki.dnscat.badactor.io,CNAME,NOERROR,192.168.1.99
2026-06-24T14:36:43.300000,696da21d.cecb.u7pq2hvppzwa7eoy7tdosolc6urgghth.dnscat.badactor.io,CNAME,NOERROR,192.168.1.99
2026-06-24T14:36:43.400000,630f4399.4c7d.orbf7nc5l72e4m2oybh3eofepwesgtx6.dnscat.badactor.io,CNAME,NOERROR,192.168.1.99
2026-06-24T14:36:43.500000,db6c0a22.c54c.tijtlnhssda2e2oubtvg6xesxqkef6f3.dnscat.badactor.io,CNAME,NOERROR,192.168.1.99
2026-06-24T14:36:43.600000,114810a7.46a7.tnovdp2ow3akicabdwvt4akhzfwgzxhe.dnscat.badactor.io,CNAME,NOERROR,192.168.1.99
2026-06-24T14:36:43.700000,bc8719e7.e881.is4mif6ektc5pojb35awapwabbhxz2vl.dnscat.badactor.io,CNAME,NOERROR,192.168.1.99
2026-06-24T14:36:43.800000,8d557c9c.0d80.2bfgqf22pxnvaog5jcai74a4uq5bwu3g.dnscat.badactor.io,CNAME,NOERROR,192.168.1.99
2026-06-24T14:36:43.900000,dc0951e0.8647.hru3cdtlg7rwmqyh2bbsjgjqua42njdf.dnscat.badactor.io,CNAME,NOERROR,192.168.1.99
2026-06-24T14:36:44,10e11a78.a8fd.dqe3x6d5do2k2mg64pe7pl5akjbj7v2d.dnscat.badactor.io,CNAME,NOERROR,192.168.1.99
2026-06-24T14:36:44.100000,1418c9f1.39fc.2blmg2rbikr2xzoqnbtgsycrjhgz5uci.dnscat.badactor.io,CNAME,NOERROR,192.168.1.99
2026-06-24T14:36:44.200000,83792ad3.bb81.3dpjqsfy2otm2q3uta2nuu2u4isrcflg.dnscat.badactor.io,CNAME,NOERROR,192.168.1.99
2026-06-24T14:36:44.300000,b48a4740.9388.3rxzvsof6gqrel5joz6noaezla6tdsvl.dnscat.badactor.io,CNAME,NOERROR,192.168.1.99
2026-06-24T14:36:44.400000,489e309a.feca.7jpd4szhivvqxqubmwl2bsmimtvqmbrg.dnscat.badactor.io,CNAME,NOERROR,192.168.1.99
2026-06-24T14:36:44.500000,47238d50.a2bf.csvv3obwpwh42ke54zpgevdc6lnw7vqe.dnscat.badactor.io,CNAME,NOERROR,192.168.1.99
2026-06-24T14:36:44.600000,9997d9c3.a2b9.uuiuwd6dqalv7z7jjrrwk4lrw35kekkc.dnscat.badactor.io,CNAME,NOERROR,192.168.1.99
2026-06-24T14:36:44.700000,2b543713.b896.4bhw72nfj3hkisrlenhu5tzclipmlc6r.dnscat.badactor.io,CNAME,NOERROR,192.168.1.99
2026-06-24T14:36:44.800000,00d11960.b6d2.t32f3mgofxdsfajqx2eba4s4sxdj73pr.dnscat.badactor.io,CNAME,NOERROR,192.168.1.99
2026-06-24T14:36:44.900000,75e48e1c.f90d.znpzpbobalcgkasjio7lvpirajlr7fuh.dnscat.badactor.io,CNAME,NOERROR,192.168.1.99
2026-06-24T14:36:45,37abe66c.244f.7vrq3uusnnv2z2nvxzxgavurcpumzgvp.dnscat.badactor.io,CNAME,NOERROR,192.168.1.99
2026-06-24T14:36:45.100000,141237e6.b96e.xq3i3zwgeambpsva5asipqv4fpwwktqc.dnscat.badactor.io,CNAME,NOERROR,192.168.1.99
2026-06-24T14:36:45.200000,423e1416.6b35.n2j73tnvbljyyhoq37fl66yvfngrvry3.dnscat.badactor.io,CNAME,NOERROR,192.168.1.99
2026-06-24T14:36:45.300000,f05208c8.e345.3idxc5svz2bb3vpogbytlgbknqgh5rwg.dnscat.badactor.io,CNAME,NOERROR,192.168.1.99
2026-06-24T14:36:45.400000,9696df9f.b74e.vm6a2gh43d64ekzqmocjkscaka5ugils.dnscat.badactor.io,CNAME,NOERROR,192.168.1.99
2026-06-24T14:36:45.500000,47c97206.e19b.eapz3v5wyyz7ypw3kksajxbswkawymld.dnscat.badactor.io,CNAME,NOERROR,192.168.1.99
2026-06-24T14:36:45.600000,c04f8270.f93b.fpec6aur4iyrxufoq4kbkfw44xeccu65.dnscat.badactor.io,CNAME,NOERROR,192.168.1.99
2026-06-24T14:36:45.700000,b277113c.5163.2i7idt7tutth4es2thek3jlnt2oe4wwy.dnscat.badactor.io,CNAME,NOERROR,192.168.1.99
2026-06-24T14:36:45.800000,d887e5b0.bffa.j4s3bwaxjtnvjabmzp2tg5iicqpys6xt.dnscat.badactor.io,CNAME,NOERROR,192.168.1.99
2026-06-24T14:36:45.900000,d209f779.5778.ynu5iff7npo6diwzvruhtejbkl7j5itv.dnscat.badactor.io,CNAME,NOERROR,192.168.1.99
2026-06-24T14:36:46,6572161e.bd7d.6rrfz3wiqhnkt6lqxvx6rha2tgbrvn72.dnscat.badactor.io,CNAME,NOERROR,192.168.1.99
2026-06-24T14:36:46.100000,6f35389d.4616.ubuvmduralbk7frzhsudmopupb6etwxy.dnscat.badactor.io,CNAME,NOERROR,192.168.1.99
2026-06-24T14:36:46.200000,fb8d8ec3.fe20.zeqe4vmzc3cyuwlpyk2buyyagp2mwx44.dnscat.badactor.io,CNAME,NOERROR,192.168.1.99
2026-06-24T14:36:46.300000,121e09f2.3be3.a7skb4nvignzigkgqwb5hyhunbmlzml3.dnscat.badactor.io,CNAME,NOERROR,192.168.1.99
2026-06-24T14:36:46.400000,eedccf21.adab.gmdfso5pn2pq5rr3xebwmby2lezvwd5w.dnscat.badactor.io,CNAME,NOERROR,192.168.1.99
2026-06-24T14:36:46.500000,10fa7c5e.dcb2.tzekmcs6knqzeyos4r3sahmk2tdxvitz.dnscat.badactor.io,CNAME,NOERROR,192.168.1.99
2026-06-24T14:36:46.600000,46e8c24a.a18a.irogpi5edrpmukarjpn55rn5pj7o5klw.dnscat.badactor.io,CNAME,NOERROR,192.168.1.99
2026-06-24T14:36:46.700000,630add3f.10e5.4az2bjpeyouawb6dfq7id5cagzfmr7nn.dnscat.badactor.io,CNAME,NOERROR,192.168.1.99
2026-06-24T14:36:46.800000,4545cbd6.ed94.zyj7754vw3o4rswec4f7r32qelxwxklj.dnscat.badactor.io,CNAME,NOERROR,192.168.1.99
2026-06-24T14:36:46.900000,e2fa3968.df83.7lcltzewgiv3vtaa3ssvbyzsosezh4jo.dnscat.badactor.io,CNAME,NOERROR,192.168.1.99
2026-06-24T14:36:47,162d0455.f69e.uvvigdqrhy5f42475crldkynd4mtog5i.dnscat.badactor.io,CNAME,NOERROR,192.168.1.99
2026-06-24T14:36:47.100000,14000fa1.24ac.vsq7zcrc6h4gb4y7hhz5qivq35v3u7ck.dnscat.badactor.io,CNAME,NOERROR,192.168.1.99
2026-06-24T14:36:47.200000,0abe7c64.482c.h6uxppqi2hpaoao3jy52zc2abozl6eug.dnscat.badactor.io,CNAME,NOERROR,192.168.1.99
2026-06-24T14:36:47.300000,401af2a2.e425.53rkbu3wiko4qvon6n7wfw4nkfbzm6o6.dnscat.badactor.io,CNAME,NOERROR,192.168.1.99
2026-06-24T14:36:47.400000,4fa6f3df.60e2.tzgzum7bxbqr6p2srr5xcngqmyh6dyfl.dnscat.badactor.io,CNAME,NOERROR,192.168.1.99
2026-06-24T14:36:47.500000,ba637f48.94bf.pz2ij7y5s25flj4y2tzlo52q4nqfy3wq.dnscat.badactor.io,CNAME,NOERROR,192.168.1.99
2026-06-24T14:36:47.600000,19ec62bb.64ed.bupgxaakgyejm5mxgeyc6ofyoxtemdz5.dnscat.badactor.io,CNAME,NOERROR,192.168.1.99
2026-06-24T14:36:47.700000,4e82d938.b78e.y6pulhppgi7bpnclo7o3aszwygg2q3cb.dnscat.badactor.io,CNAME,NOERROR,192.168.1.99
2026-06-24T14:36:47.800000,bddd2641.5176.gjcjx2d5i6yejlpyjsvd6ydabekqo5wx.dnscat.badactor.io,CNAME,NOERROR,192.168.1.99
2026-06-24T14:36:47.900000,d6934ad5.7083.mngmd7uutxqb7vocw6lmpyzipwovtd44.dnscat.badactor.io,CNAME,NOERROR,192.168.1.99
2026-06-24T14:36:48,e512f4bb.c108.cukcpfybcxbe2mqf63k4ihi77lzoxkbt.dnscat.badactor.io,CNAME,NOERROR,192.168.1.99
2026-06-24T14:36:48.100000,521a63ae.06a3.wyxjdoy3khxqhjrdy6jsapk5jgp3f4tt.dnscat.badactor.io,CNAME,NOERROR,192.168.1.99
2026-06-24T14:36:48.200000,37845229.4ae9.225whxkqubnnxpxon342x5jkfpplslx5.dnscat.badactor.io,CNAME,NOERROR,192.168.1.99
2026-06-24T14:36:48.300000,51db16d2.6ff6.wpha6k672anmsw4enhb7fhzghruzlod2.dnscat.badactor.io,CNAME,NOERROR,192.168.1.99
2026-06-24T14:36:48.400000,6db0d700.cafe.kotivq6madpsjtp74ino53xohnmkoqi7.dnscat.badactor.io,CNAME,NOERROR,192.168.1.99
2026-06-24T14:36:48.500000,e235b944.239d.suy2rq7hif7gxcu3yssttn6gar7575ng.dnscat.badactor.io,CNAME,NOERROR,192.168.1.99
2026-06-24T14:36:48.600000,edb3bab2.82d6.d4qsbkgkaorkxvpge5pz6p3kyw5rmy7l.dnscat.badactor.io,CNAME,NOERROR,192.168.1.99
2026-06-24T14:36:48.700000,7a7296c1.8b4f.wtc5n7olsg7fcazbwbceewhys7qy6otu.dnscat.badactor.io,CNAME,NOERROR,192.168.1.99
2026-06-24T14:36:48.800000,ffbf9dfb.0c12.ol622blufgtpueag5m4t4iacprtvx63o.dnscat.badactor.io,CNAME,NOERROR,192.168.1.99
2026-06-24T14:36:48.900000,e68d6b08.f1aa.jipv546lkhn6tiwdgusyycogobqmblqc.dnscat.badactor.io,CNAME,NOERROR,192.168.1.99
2026-06-24T14:36:49,ffbc7677.2931.sgjnubd6avdrjwozbyckpbobgsgbx5th.dnscat.badactor.io,CNAME,NOERROR,192.168.1.99
2026-06-24T14:36:49.100000,f0f5b6b0.9026.m7abeg2x6mlo53bkxpo5ppwrg6hftqv3.dnscat.badactor.io,CNAME,NOERROR,192.168.1.99
2026-06-24T14:36:49.200000,43925bbd.8f90.ol2cblqii2p7ab336wlijatkdrt7htzk.dnscat.badactor.io,CNAME,NOERROR,192.168.1.99
2026-06-24T14:36:49.300000,be97d2e0.5be9.oqjrgepz7vgjz2psvsqjlrsnpcbtqfad.dnscat.badactor.io,CNAME,NOERROR,192.168.1.99
2026-06-24T14:36:49.400000,d7c623f1.d3fe.rv7g6ofwbmpzpm7mdohwlkokl7l65ugw.dnscat.badactor.io,CNAME,NOERROR,192.168.1.99
2026-06-24T14:36:49.500000,ebbc7d1f.9f10.uwxev66dclwhirip3rrbojbahqd77uzc.dnscat.badactor.io,CNAME,NOERROR,192.168.1.99
2026-06-24T14:36:49.600000,3022dc4b.0c74.wit7mfpg4zmtwx4ej7aqxnwefvuwqlnk.dnscat.badactor.io,CNAME,NOERROR,192.168.1.99
2026-06-24T14:36:49.700000,f6259936.0482.ad2gv5ha54vtkin3htdjigkbinpsfhz3.dnscat.badactor.io,CNAME,NOERROR,192.168.1.99
2026-06-24T14:36:49.800000,0c57c1a5.b124.xo5lvalwtjgymlgbung6fmmk4bnbcmal.dnscat.badactor.io,CNAME,NOERROR,192.168.1.99
2026-06-24T14:36:49.900000,dc578741.55e1.5yp65vgv77jqs7rlnpxjxjspqfy23eow.dnscat.badactor.io,CNAME,NOERROR,192.168.1.99
2026-06-24T14:36:50,ef6b615f.174b.eujavyjh4mfjndf4khozbmmfv3z4wh7i.dnscat.badactor.io,CNAME,NOERROR,192.168.1.99
2026-06-24T14:36:50.100000,41bff7b3.5d49.2dd5s2dcshygyivvac57bgpfy7kt2rwt.dnscat.badactor.io,CNAME,NOERROR,192.168.1.99
2026-06-24T14:36:50.200000,b4e3eaa4.cc16.avk2m32rctsgx4xgrih7kwaawusznczl.dnscat.badactor.io,CNAME,NOERROR,192.168.1.99
2026-06-24T14:36:50.300000,bba11113.e06d.n25gmezm4a3oqr4smsiicbjcm4bavj6j.dnscat.badactor.io,CNAME,NOERROR,192.168.1.99
2026-06-24T14:36:50.400000,a921aeaf.18f2.5xztkkywuyizekhkyolps4duke2cdspp.dnscat.badactor.io,CNAME,NOERROR,192.168.1.99
2026-06-24T14:36:57.677108,cdn.apple.com,CNAME,NOERROR,10.0.0.5
2026-06-24T14:37:00.752430,push.github.com,AAAA,NOERROR,192.168.1.20
2026-06-24T14:37:01.154406,www.fastly.net,A,NXDOMAIN,192.168.1.10
2026-06-24T14:37:39.528893,amazonaws.com,CNAME,NOERROR,192.168.1.10
2026-06-24T14:37:39.826393,m.microsoft.com,A,NOERROR,192.168.1.11
2026-06-24T14:37:40.700428,m.office365.com,A,NOERROR,192.168.1.20
2026-06-24T14:37:56.216876,mail.office365.com,AAAA,NOERROR,192.168.1.11
2026-06-24T14:37:59.450166,login.office365.com,A,NOERROR,192.168.1.11
2026-06-24T14:38:13.514848,push.cloudflare.com,CNAME,NOERROR,192.168.1.10
